driver_id,oldest_ride,latest_ride,retention_period,retention_int
f193cf4d5de76b20688d759ea7c66312,2016-05-03,2016-06-26,54 days 00:00:00.000000000,54
f1a2419d56c2a09edf4030caeebeb5b6,2016-05-03,2016-05-27,24 days 00:00:00.000000000,24
f1b4411717c78f67380366c2a16a4d1e,2016-03-28,2016-04-27,30 days 00:00:00.000000000,30
f2a9db857bbd5fe385ed59d8f2e89621,2016-04-23,2016-06-23,61 days 00:00:00.000000000,61
f395649fb47860aebc4817c7a6ea90e6,2016-04-14,2016-05-30,46 days 00:00:00.000000000,46
f467b8de5a37d9a818c0cbb557089c55,2016-05-08,2016-06-15,38 days 00:00:00.000000000,38
f4b761ebd4f310f03e5e7f79b925ef4f,2016-05-05,2016-06-26,52 days 00:00:00.000000000,52
f54b6feed73d306d44d8fba250bafea8,2016-03-31,2016-06-20,81 days 00:00:00.000000000,81
f5efba2f8019f9eff955fa20312d0639,2016-04-10,2016-06-26,77 days 00:00:00.000000000,77
f696de645de36b56677457d2d3136524,2016-04-20,2016-06-16,57 days 00:00:00.000000000,57
f758703e18f588f2370783f8b779e664,2016-03-29,2016-04-29,31 days 00:00:00.000000000,31
f7858e1e354a9fa26b3055bc12a4ee5b,2016-04-19,2016-06-24,66 days 00:00:00.000000000,66
f86eb77e1cefe28e9f0e9d3775fae261,2016-03-28,2016-06-23,87 days 00:00:00.000000000,87
f91254f1c1b3112ef3464e477d23c9e8,2016-05-01,2016-06-05,35 days 00:00:00.000000000,35
f98673773627b4b8d152e2b168b85bb2,2016-05-15,2016-06-19,35 days 00:00:00.000000000,35
f9aa6d69d74e786544027a1ab3049f44,2016-04-27,2016-06-24,58 days 00:00:00.000000000,58
fac81ea6cbd540c89c7eee17e851a233,2016-04-30,2016-06-04,35 days 00:00:00.000000000,35
faebff3d5429ff2036c125a91df765c8,2016-03-28,2016-04-25,28 days 00:00:00.000000000,28
fb83fc6555a4f700fd92630d9fcb9cea,2016-04-28,2016-05-27,29 days 00:00:00.000000000,29
fb903879c556260ae2604ae0c45cb92a,2016-05-02,2016-06-19,48 days 00:00:00.000000000,48
fba8372d56b91b1bff7b71d970b5af58,2016-04-01,2016-05-30,59 days 00:00:00.000000000,59
fbe0433e5b1a3db9dc9d6ed21efc6148,2016-05-08,2016-06-19,42 days 00:00:00.000000000,42
fc3504d2efaaaa976a33b3c856927155,2016-04-24,2016-06-26,63 days 00:00:00.000000000,63
fc83b793850ea70d9e898afd0b3ef592,2016-04-15,2016-06-26,72 days 00:00:00.000000000,72
fd2130d0d215069168dc2f79c1f5ae44,2016-04-08,2016-06-26,79 days 00:00:00.000000000,79
fd39748ba122e84e9ac492e6fb7c7a05,2016-04-17,2016-06-26,70 days 00:00:00.000000000,70
fd831ca1d79ae5c6fc3a679a22e5b8cf,2016-05-07,2016-05-23,16 days 00:00:00.000000000,16
fda96e6cd3395dfae3e59cd4ac95f7d7,2016-04-30,2016-06-26,57 days 00:00:00.000000000,57
fdbee494c73577d5b1266d1fec5c6c9a,2016-05-15,2016-06-11,27 days 00:00:00.000000000,27
fde60697758e68d617f471e49f65db75,2016-04-25,2016-04-30,5 days 00:00:00.000000000,5
fdff1a7205bc3b9ab1dc5dc223782fc5,2016-03-31,2016-06-25,86 days 00:00:00.000000000,86
fe35f74209d1056dd315ddb17681203d,2016-04-05,2016-06-25,81 days 00:00:00.000000000,81
fe469488a23d4bdda47b83a659dcc103,2016-04-16,2016-06-26,71 days 00:00:00.000000000,71
fed19d671569afe8a2f9fa0953dd25ca,2016-03-29,2016-04-24,26 days 00:00:00.000000000,26
ff419a3476e21e269e340b5f1f05414e,2016-04-26,2016-06-26,61 days 00:00:00.000000000,61
ff714a67ba8c6a108261cd81e3b77f3a,2016-03-28,2016-06-17,81 days 00:00:00.000000000,81
fff482c704d36a1afe8b8978d5486283,2016-04-08,2016-05-12,34 days 00:00:00.000000000,34
fffecccc49436c5389075b13209f0dfa,2016-05-06,2016-06-26,51 days 00:00:00.000000000,51
ffff51a71f2f185ec5e97d59dbcd7a78,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
